Drug,geneName,log2FoldChange,padj no NA,pvalue
Enzalutamide,GTF3C2,-0.092857038,1,0.640545936
Enzalutamide,GTF3C2-AS1,0.007140097,1,0.997446473
Enzalutamide,AC074117.1,-0.246584215,1,0.107412749
Enzalutamide,EIF2B4,0.032223312,1,0.90317516
Enzalutamide,SNX17,-0.067928298,1,0.847599383
Enzalutamide,ZNF513,-0.059888677,1,0.75366179
Enzalutamide,PPM1G,-0.003723441,1,0.987961068
Enzalutamide,FTH1P3,-0.090197774,1,0.896348954
Enzalutamide,NRBP1,-0.086586366,1,0.638804552
Enzalutamide,KRTCAP3,-0.081083806,1,0.825633907
Enzalutamide,IFT172,-0.032989116,1,0.84280614
Enzalutamide,AC074117.2,0.414539339,1,0.739285856
Enzalutamide,FNDC4,-0.073842693,1,0.868862419
Enzalutamide,GCKR,-1.47548009,1,0.372829981
Enzalutamide,C2orf16,-0.075501865,1,0.695108212
Enzalutamide,ZNF512,0.004963246,1,0.974099629
Enzalutamide,CCDC121,0.193124861,1,0.759176597
Enzalutamide,GPN1,-0.054991885,1,0.621994974
Enzalutamide,SUPT7L,-0.080336524,1,0.527824211
Enzalutamide,SLC4A1AP,-0.048031428,1,0.847975506
Enzalutamide,MRPL33,-0.111520555,1,0.45661577
Enzalutamide,RBKS,0.030135495,1,0.874423805
Enzalutamide,BABAM2,-0.101976228,1,0.76818335
Enzalutamide,MIR4263,-0.207832428,1,0.662549064
Enzalutamide,AC093690.1,-0.587536257,1,0.58152985
Enzalutamide,FLJ31356,-0.981474592,1,0.218896788
Enzalutamide,FOSL2,-0.737220214,1.15E-11,4.19E-15
Enzalutamide,AC104695.3,-0.954650785,1,0.784088319
Enzalutamide,AC104695.2,-0.9295923,1,0.594243657
Enzalutamide,PLB1,-0.199639989,1,0.774777689
Enzalutamide,AC092164.1,0.039459299,1,0.895129045
Enzalutamide,PPP1CB,-0.144612451,1,0.83970366
Enzalutamide,SPDYA,2.171362672,1,0.097956406
Enzalutamide,AC097724.1,-0.067026411,1,0.978586748
Enzalutamide,TRMT61B,0.132676009,1,0.671455832
Enzalutamide,WDR43,0.049354397,1,0.926229218
Enzalutamide,TOGARAM2,-1.482019766,1,0.505154627
Enzalutamide,CLIP4,0.120936483,1,0.793332319
Enzalutamide,ALK,-1.471141106,1,0.390739864
Enzalutamide,AC016907.2,1.575499503,1,0.174077453
Enzalutamide,YPEL5,-0.166377426,1,0.362376286
Enzalutamide,LBH,-0.738397497,1,0.21287458
Enzalutamide,LCLAT1,0.004744795,1,0.992652945
Enzalutamide,CAPN13,0.083773293,1,0.754906753
Enzalutamide,AC092569.1,0.428264783,1,0.763888829
Enzalutamide,GALNT14,-0.361870448,1,0.326651114
Enzalutamide,CAPN14,0.298460295,1,0.647633762
Enzalutamide,EHD3,-0.018948058,1,0.860988865
Enzalutamide,XDH,0.277855997,1,0.28971402
Enzalutamide,SRD5A2,0,1,1
Enzalutamide,AK2P2,0,1,1
Enzalutamide,MEMO1,-0.052167686,1,0.798715472
Enzalutamide,DPY30,-0.035730343,1,0.823261654
Enzalutamide,AL121655.1,0.369736932,1,0.673736536
Enzalutamide,SPAST,-0.004552865,1,0.993376818
Enzalutamide,AL121658.1,0.141864202,1,0.555555877
Enzalutamide,SLC30A6,-0.013747957,1,0.971105555
Enzalutamide,DDX50P1,0.691344681,1,0.506091859
Enzalutamide,NLRC4,-0.202577367,1,0.825810925
Enzalutamide,YIPF4,0.092708013,1,0.799915489
Enzalutamide,BIRC6,0.080690902,1,0.867410901
Enzalutamide,AL133243.2,0.659580617,1,0.334434477
Enzalutamide,AL133243.3,-0.295520918,1,0.688709903
Enzalutamide,TTC27,-0.087796747,1,0.486446396
Enzalutamide,LTBP1,0.134739983,1,0.565073984
Enzalutamide,RASGRP3,1.813772469,1,0.211731491
Enzalutamide,FAM98A,0.023348793,1,0.914385724
Enzalutamide,HNRNPA1P61,3.058708399,1,0.045244506
Enzalutamide,SLC25A5P2,2.901488926,1,0.044750517
Enzalutamide,AC009414.2,0.007140081,1,0.998155148
Enzalutamide,CRIM1,-0.022188797,1,0.964590605
Enzalutamide,FEZ2,0.038621382,1,0.905048781
Enzalutamide,AC007382.1,0.152328861,1,0.8703766
Enzalutamide,STRN,0.143997156,1,0.792246627
Enzalutamide,HEATR5B,-0.002663811,1,0.993741658
Enzalutamide,GPATCH11,0.068779739,1,0.920716293
Enzalutamide,EIF2AK2,-0.006015402,1,0.99021595
Enzalutamide,SULT6B1,-0.954652883,1,0.731561644
Enzalutamide,CEBPZOS,0.022459661,1,0.948002553
Enzalutamide,CEBPZ,-0.004172004,1,0.9954616
Enzalutamide,AC007390.2,1.351911183,1,0.160923253
Enzalutamide,NDUFAF7,0.038239129,1,0.892470924
Enzalutamide,PRKD3,0.007373243,1,0.988158631
Enzalutamide,AC007391.1,0.968933214,1,0.722048082
Enzalutamide,QPCT,0.00714007,1,0.998389758
Enzalutamide,CDC42EP3,-0.79776785,1,0.025135158
Enzalutamide,AC010878.1,0.005448913,1,0.996707751
Enzalutamide,RMDN2,-0.054515196,1,0.91124189
Enzalutamide,CYP1B1-AS1,-0.597132868,1,0.730443475
Enzalutamide,ATL2,0.111480597,1,0.780972504
Enzalutamide,AC011247.1,0.118555767,1,0.865056183
Enzalutamide,RPLP0P6,0.081052647,1,0.8108336
Enzalutamide,HNRNPLL,0.039128885,1,0.872755491
Enzalutamide,AC011247.2,-2.206904344,1,0.169616624
Enzalutamide,GALM,1.038557385,1,0.419866464
Enzalutamide,SRSF7,-0.094682544,1,0.390271164
Enzalutamide,GEMIN6,0.152826743,1,0.313851009
Enzalutamide,DHX57,-0.069796056,1,0.737340668
Enzalutamide,ASS1P2,0.572106287,1,0.705181402
Enzalutamide,MORN2,-0.073379383,1,0.5740251
Enzalutamide,ARHGEF33,-0.954627437,1,0.902758292
Enzalutamide,SOS1,0.044333292,1,0.940600619
Enzalutamide,SOS1-IT1,-0.249846537,1,0.746882538
Enzalutamide,MAP4K3,0.393770762,1,0.527251108
Enzalutamide,AC007684.1,0,1,1
Enzalutamide,AC007388.1,0.0720479,1,0.759798117
Enzalutamide,TMEM178A,0.467925807,1,0.58900849
Enzalutamide,THUMPD2,0.5654964,1,0.359696026
Enzalutamide,SLC8A1,1.858380423,1,0.466122071
Enzalutamide,LDHAP3,0.696924542,1,0.392518015
Enzalutamide,AC009413.1,2.498375532,1,0.097440293
Enzalutamide,PKDCC,-0.018412962,1,0.930968404
Enzalutamide,EML4,0.281466758,1,0.477954787
Enzalutamide,COX7A2L,0.012797786,1,0.954506573
Enzalutamide,KCNG3,-0.808124618,1,0.225027519
Enzalutamide,MTA3,-0.003070152,1,0.966437016
Enzalutamide,RNU6-137P,-0.38684219,1,0.790821732
Enzalutamide,AC098824.1,2.411720318,1,0.426116356
Enzalutamide,ZFP36L2,-0.017245379,1,0.897295772
Enzalutamide,LINC01126,0.003970719,1,0.997422878
Enzalutamide,AC010883.1,0.008949307,1,0.993808449
Enzalutamide,THADA,-0.031538733,1,0.82826108
Enzalutamide,PLEKHH2,-0.953221792,1,0.254376407
Enzalutamide,C1GALT1C1L,0.568281404,1,0.71241545
Enzalutamide,DYNC2LI1,0.287204859,1,0.601210173
Enzalutamide,LRPPRC,0.096221781,1,0.84708679
Enzalutamide,AC019129.1,0.266864256,1,0.81285832
Enzalutamide,AC019129.2,-0.95464601,1,0.839230277
Enzalutamide,PPM1B,-0.110732996,1,0.823497783
Enzalutamide,RPL12P19,0.007140034,1,0.998799672
Enzalutamide,PREPL,-0.015067378,1,0.975262916
Enzalutamide,CAMKMT,-0.162888789,1,0.440311295
Enzalutamide,SIX3-AS1,0.007140072,1,0.998356751
Enzalutamide,SIX3,-1.017363036,1,0.33326005
Enzalutamide,AC012354.2,0.535688653,1,0.638901125
Enzalutamide,SIX2,0.000504347,1,0.999447476
Enzalutamide,LINC01121,-1.027195099,1,0.512400896
Enzalutamide,SRBD1,0.112738015,1,0.760769121
Enzalutamide,PRKCE,0.075692658,1,0.813211068
Enzalutamide,EPAS1,0.038623881,1,0.857472718
Enzalutamide,ATP6V1E2,-0.004270057,1,0.97611972
Enzalutamide,AC018682.2,0,1,1
Enzalutamide,RHOQ,-0.04638151,1,0.923456108
Enzalutamide,AC018682.1,1.386069359,1,0.650732088
Enzalutamide,PIGF,-0.124145547,1,0.282231524
Enzalutamide,CRIPT,-0.200682949,1,0.422409827
Enzalutamide,LINC01118,-0.954646058,1,0.838865719
Enzalutamide,SOCS5,-0.0288572,1,0.95340702
Enzalutamide,LINC01119,0.948885095,1,0.741045029
Enzalutamide,AC016722.2,-0.65579672,1,0.460891903
Enzalutamide,MCFD2,-0.118260015,1,0.759813816
Enzalutamide,TTC7A,-0.137020544,1,0.523536061
Enzalutamide,CALM2,0.062257689,1,0.484989176
Enzalutamide,AC106869.1,-0.404640153,1,0.466619859
Enzalutamide,AC073283.2,2.483575891,1,0.167861922
Enzalutamide,BCYRN1,-0.20789621,1,0.690799014
Enzalutamide,EPCAM,-0.020718992,1,0.953202229
Enzalutamide,MIR559,-0.954650669,1,0.786152073
Enzalutamide,MSH2,-0.105760008,1,0.465026768
Enzalutamide,AC079250.1,0.060572422,1,0.899138992
Enzalutamide,MSH6,-0.029623687,1,0.912236247
Enzalutamide,FBXO11,0.034018777,1,0.93307809
Enzalutamide,AC079807.1,-0.230402921,1,0.433316613
Enzalutamide,FOXN2,0.016982675,1,0.983743833
Enzalutamide,AC093635.1,-0.117801032,1,0.741580165
Enzalutamide,PPP1R21,-0.044200174,1,0.858307471
Enzalutamide,STON1,0.352851057,1,0.511888185
Enzalutamide,RPL7P13,-0.889535971,1,0.873863344
Enzalutamide,AC007560.1,-0.115665989,1,0.881133758
Enzalutamide,AC139712.1,0.968934204,1,0.676056621
Enzalutamide,AC010967.1,-0.040221145,1,0.967198042
Enzalutamide,ASB3,0.033636849,1,0.920296133
Enzalutamide,GPR75-ASB3,-0.046823455,1,0.994444072
Enzalutamide,CHAC2,-0.230372468,1,0.533584391
Enzalutamide,ERLEC1,-0.016518851,1,0.964639054
Enzalutamide,MIR3682,0.299128148,1,0.808423765
Enzalutamide,GPR75,0.299142278,1,0.650905254
Enzalutamide,PSME4,0.090160964,1,0.814651157
Enzalutamide,ACYP2,-0.08962727,1,0.440621166
Enzalutamide,HMGB1P31,-0.757667651,1,0.584437631
Enzalutamide,AC008280.3,-0.905076024,1,0.090912679
Enzalutamide,SPTBN1,0.244861474,1,0.676509535
Enzalutamide,AC093110.1,-0.954652725,1,0.736906327
Enzalutamide,EML6,0.449499534,1,0.252956881
Enzalutamide,RTN4,-0.000790197,1,0.996141323
Enzalutamide,CLHC1,0.347278838,1,0.553942253
Enzalutamide,AC012358.1,0.218641793,1,0.882636568
Enzalutamide,AC012358.2,-0.119185138,1,0.822734135
Enzalutamide,RPS27A,-0.017431573,1,0.825745447
Enzalutamide,MTIF2,0.1832084,1,0.625809688
Enzalutamide,PRORSD1P,0.194162887,1,0.540622038
Enzalutamide,AC012358.3,-0.888864971,1,0.600536795
Enzalutamide,RF00019.7,0.793059715,1,0.865681741
Enzalutamide,CCDC88A,0.333303987,1,0.671909648
Enzalutamide,BTF3P5,-0.34667018,1,0.584024471
Enzalutamide,CFAP36,0.067146552,1,0.869516376
Enzalutamide,PPP4R3B,0.074836985,1,0.899611413
Enzalutamide,RF00586,1.377559317,1,0.727937628
Enzalutamide,PNPT1,0.047056709,1,0.914247207
Enzalutamide,AC011306.1,-1.210201969,1,0.340488935
Enzalutamide,AC007743.1,-0.084173432,1,0.80992962
Enzalutamide,CCDC85A,-0.15301209,1,0.780517088
Enzalutamide,VRK2,-0.013717401,1,0.968129439
Enzalutamide,FANCL,0.059369872,1,0.806627709
Enzalutamide,AC007250.1,2.478722396,1,0.086957064
Enzalutamide,EIF3FP3,-0.013395196,1,0.96998964
Enzalutamide,AC007238.1,-0.301134482,1,0.589031607
Enzalutamide,BCL11A,-0.321044835,1,0.794866521
Enzalutamide,ATP1B3P1,0.599251086,1,0.584591386
Enzalutamide,PAPOLG,-0.070154858,1,0.863544519
Enzalutamide,LINC01185,2.497720359,1,0.747787051
Enzalutamide,REL,0.439912133,1,0.508826958
Enzalutamide,NONOP2,-0.428384707,1,0.758570166
Enzalutamide,AC010733.1,0.806539855,1,0.079304427
Enzalutamide,PUS10,0.273176844,1,0.573041433
Enzalutamide,PEX13,0.101682594,1,0.818674838
Enzalutamide,KIAA1841,0.446280916,1,0.101152275
Enzalutamide,AC016747.1,0.074327245,1,0.634152596
Enzalutamide,C2orf74,-0.206318608,1,0.751163768
Enzalutamide,AC016747.2,0.007140091,1,0.997807099
Enzalutamide,AHSA2P,0.6250422,1,0.392186599
Enzalutamide,USP34,0.100009774,1,0.880480983
Enzalutamide,AC016747.3,1.918681681,1,0.631847927
Enzalutamide,AC016727.1,0.140175258,1,0.595231315
Enzalutamide,XPO1,0.056268978,1,0.923744729
Enzalutamide,AC016727.3,0.007140082,1,0.998113662
Enzalutamide,FAM161A,-0.007308561,1,0.989772758
Enzalutamide,AC107081.1,-0.435719365,1,0.657459026
Enzalutamide,AC107081.3,0,1,1
Enzalutamide,CCT4,-0.055621483,1,0.52903288
Enzalutamide,AC107081.2,-0.006358487,1,0.996864273
Enzalutamide,COMMD1,-0.121082483,1,0.691853667
Enzalutamide,AC018462.1,-2.459447762,1,0.044773039
Enzalutamide,B3GNT2,-0.333272742,1,0.502900714
Enzalutamide,TMEM17,0.006945551,1,0.984325794
Enzalutamide,AC092155.2,0.001907706,1,0.995882087
Enzalutamide,EHBP1,-0.063498732,1,0.905094664
Enzalutamide,AC007098.1,1.883864583,1,0.212774759
Enzalutamide,OTX1,-0.356628098,1,0.195077669
Enzalutamide,WDPCP,0.090440296,1,0.648807549
Enzalutamide,MDH1,0.025435567,1,0.877576322
Enzalutamide,AC016734.1,0.077441272,1,0.887388286
Enzalutamide,AC096664.2,0.075813892,1,0.976099368
Enzalutamide,HNRNPA1P66,0.968921518,1,0.863069756
Enzalutamide,UGP2,0.125770601,1,0.791030588
Enzalutamide,VPS54,0.19158351,1,0.753631728
Enzalutamide,PELI1,-0.260288346,1,0.49168069
Enzalutamide,AC012368.1,1.487539094,1,0.395070563
Enzalutamide,RPL23AP37,-0.655814648,1,0.341215853
Enzalutamide,LGALSL-DT,-1.158975145,1,0.25414229
Enzalutamide,AC008074.1,2.381009191,1,0.667158407
Enzalutamide,LGALSL,-0.063707811,1,0.80335524
Enzalutamide,AC008074.2,0.243935293,1,0.649888616
Enzalutamide,AFTPH,0.159464671,1,0.74567272
Enzalutamide,SERTAD2,0.061796709,1,0.786388559
Enzalutamide,AC007365.1,0.998943287,1,0.437503887
Enzalutamide,AC007365.2,-1.470168851,1,0.505634163
Enzalutamide,SLC1A4,0.020904483,1,0.947971109
Enzalutamide,LINC02576,0.930367255,1,0.599919971
Enzalutamide,CEP68,0.010513806,1,0.952709436
Enzalutamide,RAB1A,-0.071592236,1,0.765170755
Enzalutamide,AC007318.2,-0.220697151,1,0.568343829
Enzalutamide,AC007318.1,-0.072718796,1,0.789139712
Enzalutamide,ACTR2,0.022320665,1,0.959333809
Enzalutamide,SPRED2,-0.05746191,1,0.533818247
Enzalutamide,AC007389.1,0.00714004,1,0.998752975
Enzalutamide,KRT18P33,-0.56299686,1,0.804552495
Enzalutamide,LINC01873,-0.954635038,1,0.886995512
Enzalutamide,MEIS1,-0.287066795,1,0.281234859
Enzalutamide,ETAA1,0.956660963,1,0.27219471
Enzalutamide,C1D,0.257788276,1,0.58964215
Enzalutamide,WDR92,-0.108794224,1,0.706580258
Enzalutamide,PNO1,-0.001816994,1,0.989024998
Enzalutamide,PPP3R1,-0.053422884,1,0.885489374
Enzalutamide,AC017083.1,-0.999047428,1,0.362731552
Enzalutamide,PLEK,0.513898423,1,0.937099358
Enzalutamide,FBXO48,-0.153427057,1,0.706861108
Enzalutamide,APLF,0.447680633,1,0.678733077
Enzalutamide,PROKR1,-3.174140094,1,0.036631264
Enzalutamide,ARHGAP25,0,1,1
Enzalutamide,ANTXR1,-0.024957851,1,0.855944139
Enzalutamide,GFPT1,-0.079298985,1,0.837032412
Enzalutamide,NFU1,0.111131571,1,0.193780745
Enzalutamide,AAK1,-0.014477533,1,0.965439925
Enzalutamide,AC092431.2,-0.06624337,1,0.897936713
Enzalutamide,ANXA4,-0.017162818,1,0.790103865
Enzalutamide,AC092431.1,0.578446139,1,0.725606905
Enzalutamide,GMCL1,-0.003227151,1,0.995660404
Enzalutamide,SNRNP27,-0.057609156,1,0.585651941
Enzalutamide,MXD1,-0.214352798,1,0.57908115
Enzalutamide,ASPRV1,0.103090927,1,0.801653576
Enzalutamide,PCBP1-AS1,0.096052995,1,0.377775214
Enzalutamide,PCBP1,-0.121755982,1,0.623382826
Enzalutamide,AC016700.1,-0.896772381,1,0.846370585
Enzalutamide,LINC01816,0.41016328,1,0.620204611
Enzalutamide,C2orf42,0.018744468,1,0.896899767
Enzalutamide,TIA1,0.158257099,1,0.80686184
Enzalutamide,AC016700.2,0.053026985,1,0.904602257
Enzalutamide,PCYOX1,-0.050404435,1,0.85575372
Enzalutamide,SNRPG,-0.138795869,1,0.335272221
Enzalutamide,FAM136A,-0.086429519,1,0.341182179
Enzalutamide,TGFA,0.105576044,1,0.727334699
Enzalutamide,ADD2,0.20162359,1,0.48793588
Enzalutamide,HMGN2P21,0.687600675,1,0.459943144
Enzalutamide,CD207,-0.01193005,1,0.988357532
Enzalutamide,RF02272,1.849815372,1,0.304348604
Enzalutamide,VAX2,0.107321598,1,0.830453416
Enzalutamide,AC007040.2,0.007140089,1,0.997891606
Enzalutamide,ANKRD53,2.880503286,1,0.060343071
Enzalutamide,TEX261,-0.065592788,1,0.800947662
Enzalutamide,OR7E91P,-0.171272427,1,0.55213657
Enzalutamide,OR7E62P,1.192952442,1,0.114932653
Enzalutamide,NAGK,-0.156377034,1,0.432638123
Enzalutamide,AC007881.3,-0.545332465,1,0.313617534
Enzalutamide,MCEE,-0.101993999,1,0.791625112
Enzalutamide,MPHOSPH10,-0.205752947,1,0.703224309
Enzalutamide,AC007881.1,-0.78002751,1,0.247808601
Enzalutamide,PAIP2B,0.113904579,1,0.691838243
Enzalutamide,ZNF638,-0.15338207,1,0.81114463
Enzalutamide,AC007878.1,-0.883775516,1,0.685198754
Enzalutamide,DYSF,-0.123258239,1,0.858774151
Enzalutamide,RPS20P10,0.803538216,1,0.44246166
Enzalutamide,CYP26B1,0.590543263,1,0.565883742
Enzalutamide,EXOC6B,0.065406756,1,0.845235291
Enzalutamide,SPR,-0.134167343,1,0.60293997
Enzalutamide,EMX1,0.005661063,1,0.993699826
Enzalutamide,SFXN5,-0.163177932,1,0.30404725
Enzalutamide,RAB11FIP5,-0.173982219,1,0.494449773
Enzalutamide,AC010913.1,0.092394722,1,0.832711669
Enzalutamide,SMYD5,-0.038147161,1,0.905975473
Enzalutamide,PRADC1,-0.151859826,1,0.686698983
Enzalutamide,CCT7,-0.072220925,1,0.777587098
Enzalutamide,FBXO41,-0.048259674,1,0.798418734
Enzalutamide,ALMS1,0.288305656,1,0.664343293
Enzalutamide,ALMS1-IT1,0.66089964,1,0.422814271
Enzalutamide,NAT8,-1.858570269,1,0.690007475
Enzalutamide,ALMS1P1,3.034889907,1,0.037156819
Enzalutamide,NAT8B,1.942570302,1,0.531459662
Enzalutamide,TPRKB,0.23491975,1,0.480737581
Enzalutamide,DUSP11,-0.077901146,1,0.698319814
Enzalutamide,STAMBP,-0.007862823,1,0.919262083
Enzalutamide,ACTG2,0.334685409,1,0.779324583
Enzalutamide,DGUOK,-0.067240255,1,0.799910132
Enzalutamide,DGUOK-AS1,0.197818282,1,0.844873191
Enzalutamide,AC073046.1,-0.024786691,1,0.947130095
Enzalutamide,TET3,-0.076308146,1,0.727637252
Enzalutamide,FNBP1P1,-0.238975004,1,0.646990192
Enzalutamide,AC073263.1,0.469766166,1,0.642449751
Enzalutamide,BOLA3,-0.068666434,1,0.716070631
Enzalutamide,BOLA3-AS1,-0.609629195,1,0.020636512
Enzalutamide,MOB1A,-0.094318156,1,0.868552554
Enzalutamide,AC073263.2,1.413005806,1,0.244385821
Enzalutamide,MTHFD2,0.066191587,1,0.618965339
Enzalutamide,SLC4A5,-0.247283714,1,0.807159916
Enzalutamide,DCTN1,0.006594384,1,0.980850272
Enzalutamide,DCTN1-AS1,0.88490614,1,0.639179534
Enzalutamide,AC005041.1,0.896379407,1,0.74834037
Enzalutamide,C2orf81,0.091791354,1,0.718378215
Enzalutamide,HMGA1P8,0.252735946,1,0.649573494
Enzalutamide,WDR54,0.026065914,1,0.950275945
Enzalutamide,RTKN,-0.062417368,1,0.849160723
Enzalutamide,INO80B,0.697152733,1,0.278277015
Enzalutamide,INO80B-WBP1,-0.894030421,1,0.701717394
Enzalutamide,WBP1,0.020248574,1,0.950469804
Enzalutamide,MOGS,-0.108762686,1,0.74004536
Enzalutamide,MRPL53,-0.187311623,1,0.549287162
Enzalutamide,CCDC142,0.021527363,1,0.888282178
Enzalutamide,TTC31,-0.02458159,1,0.90617286
Enzalutamide,LBX2,-0.015227777,1,0.993334901
Enzalutamide,LBX2-AS1,0.007140095,1,0.997584965
Enzalutamide,PCGF1,0.041084462,1,0.810454855
Enzalutamide,TLX2,0.0170341,1,0.987894123
Enzalutamide,DQX1,-0.204430377,1,0.460776373
Enzalutamide,AUP1,-0.068405724,1,0.825830176
Enzalutamide,HTRA2,-0.053672085,1,0.851204586
Enzalutamide,LOXL3,-0.228321226,1,0.502302727
Enzalutamide,DOK1,0.375985909,1,0.26147815
Enzalutamide,M1AP,0.007140038,1,0.998768254
Enzalutamide,SEMA4F,-0.089172155,1,0.680968768
Enzalutamide,AC007387.1,-1.440252045,1,0.163288203
Enzalutamide,AC019069.1,-0.010371365,1,0.962931162
Enzalutamide,HK2,-0.338306357,1,0.238147595
Enzalutamide,LINC01291,0.225837987,1,0.155044604
Enzalutamide,AC104135.1,-0.611626666,1,0.266306586
Enzalutamide,LINC01293,-1.845259218,1,0.413071052
Enzalutamide,POLE4,-0.0228564,1,0.950935686
Enzalutamide,TACR1,-0.654584421,1,0.40398712
Enzalutamide,AC007681.1,0.281325052,1,0.607899094
Enzalutamide,EVA1A,0,1,1
Enzalutamide,MRPL19,0.037400877,1,0.917127136
Enzalutamide,GCFC2,0.033840025,1,0.939367866
Enzalutamide,AC005034.3,0.068648488,1,0.912011766
Enzalutamide,AC005034.5,-0.86491355,1,0.401705125
Enzalutamide,AC005034.2,-2.453964516,1,0.715844491
Enzalutamide,AC005034.4,0.172321827,1,0.702859603
Enzalutamide,RN7SKP203,0.968907231,1,0.901311088
Enzalutamide,LRRTM4,0.513524052,1,0.41880426
Enzalutamide,AC105399.1,0.819426343,1,0.526380447
Enzalutamide,CTNNA2,-1.385881351,0.438643465,0.003446671
Enzalutamide,AC016716.1,0.743734133,1,0.649997984
Enzalutamide,FUNDC2P2,1.923049156,1,0.48044277
Enzalutamide,SUCLG1,-0.049100281,1,0.771363909
Enzalutamide,DNAH6,0.341399661,1,0.487211995
Enzalutamide,LDHAP7,-0.376374931,1,0.557148314
Enzalutamide,TRABD2A,0.715078143,1,0.449050169
Enzalutamide,TMSB10,-0.058315489,1,0.84233336
Enzalutamide,AC022210.1,0.223401805,1,0.624684797
Enzalutamide,KCMF1,-0.124971608,1,0.367462922
Enzalutamide,LSM3P3,0.604754955,1,0.510345249
Enzalutamide,TCF7L1,0.165717599,1,0.827457505
Enzalutamide,AC093162.2,0.239177056,1,0.581042811
Enzalutamide,TGOLN2,-0.009679076,1,0.918597312
Enzalutamide,PEBP1P2,0.956536322,1,0.158305097
Enzalutamide,RETSAT,-0.03299473,1,0.864026156
Enzalutamide,ELMOD3,-0.06947043,1,0.630183805
Enzalutamide,RF00019.8,0.545707027,1,0.814604328
Enzalutamide,RN7SL113P,1.810417182,1,0.372152524
Enzalutamide,CAPG,0.243735395,1,0.58933005
Enzalutamide,SH2D6,-0.23153906,1,0.74675878
Enzalutamide,MAT2A,-0.197281095,1,0.21624167
Enzalutamide,GGCX,-0.082201164,1,0.700351663
Enzalutamide,VAMP8,-0.033222424,1,0.882139492
Enzalutamide,VAMP5,0.260490439,1,0.574170747
Enzalutamide,RNF181,-0.060393192,1,0.858961344
Enzalutamide,TMEM150A,-0.085040656,1,0.7860744
Enzalutamide,USP39,-0.032448237,1,0.848511309
Enzalutamide,C2orf68,0.008032753,1,0.92374312
Enzalutamide,SFTPB,-1.841734954,1,0.736487786
Enzalutamide,ATOH8,-0.983842557,1,0.406607686
Enzalutamide,ST3GAL5,0.200645693,1,0.527084596
Enzalutamide,AC012511.1,1.886172438,1,0.686023366
Enzalutamide,POLR1A,0.027472035,1,0.907866304
Enzalutamide,PTCD3,-0.017513184,1,0.934129079
Enzalutamide,SNORD94,0.843466418,1,0.498733886
Enzalutamide,IMMT,0.005212932,1,0.96267977
Enzalutamide,AC009309.1,0.08935347,1,0.695826133
Enzalutamide,MRPL35,0.093896478,1,0.697944627
Enzalutamide,REEP1,-0.015524766,1,0.969720797
Enzalutamide,KDM3A,-0.04725857,1,0.896061107
Enzalutamide,CHMP3,0.020067745,1,0.927442333
Enzalutamide,RNF103-CHMP3,-0.506714281,1,0.524739921
Enzalutamide,AC015971.1,-0.507684207,1,0.580726759
Enzalutamide,RNF103,-0.128799658,1,0.683811745
Enzalutamide,RMND5A,0.04150614,1,0.91734306
Enzalutamide,CD8A,0.372621834,1,0.813619756
Enzalutamide,ANAPC1P1,-0.168598757,1,0.533868434
Enzalutamide,RGPD1,-0.274998725,1,0.692641972
Enzalutamide,AC111200.2,-0.254007982,1,0.549878643
Enzalutamide,PLGLB1,0.829370465,1,0.254850066
Enzalutamide,AC125232.2,0.026338199,1,0.894486156
Enzalutamide,AC092651.1,-0.124667841,1,0.80685814
Enzalutamide,AC083899.1,0.02063248,1,0.879387687
Enzalutamide,CYTOR,0.392648829,1,0.080967152
Enzalutamide,AC133644.3,0.005674216,1,0.983210212
Enzalutamide,AC133644.1,-2.440711994,1,0.658758598
Enzalutamide,PLGLB2,0.334046433,1,0.726170273
Enzalutamide,RGPD2,-0.326671961,1,0.647558193
Enzalutamide,MTATP8P2,0.900269959,1,0.276521176
Enzalutamide,AC108479.1,-0.129869466,1,0.780506876
Enzalutamide,AC108479.2,-1.113782406,1,0.064129804
Enzalutamide,KRCC1,0.183723059,1,0.797690586
Enzalutamide,THNSL2,0.010779707,1,0.972883832
Enzalutamide,EIF2AK3,-0.093547768,1,0.810666893
Enzalutamide,AC062029.1,0.04668698,1,0.816967947
Enzalutamide,RPIA,-0.110178176,1,0.399065224
Enzalutamide,ANKRD36BP2,-0.729332538,1,0.578330669
Enzalutamide,AC006453.4,0.978992695,1,0.744806496
Enzalutamide,AC006453.2,0.014722763,1,0.956691881
Enzalutamide,AC006453.1,1.85546465,1,0.302198321
Enzalutamide,IGKV1OR2-118,-0.95465293,1,0.729885877
Enzalutamide,AC233266.1,0.343760706,1,0.731159039
Enzalutamide,AC233266.2,-0.293631655,1,0.577541624
Enzalutamide,AC116050.1,0.979155137,1,0.736817699
