perturbation_id,compound_id,compound_name,smiles,gene_symbol,regulation_label,log2fc
BRD-52CC8A4E_GHR_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GHR,down,-0.505574183
BRD-52CC8A4E_HMGCS1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HMGCS1,down,-0.463096243
BRD-52CC8A4E_NNT_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NNT,down,-1.649920003
BRD-52CC8A4E_HMGCR_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HMGCR,down,-0.537368649
BRD-52CC8A4E_ALDH7A1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ALDH7A1,up,1.027486789
BRD-52CC8A4E_HSPA4_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HSPA4,down,-0.285297185
BRD-52CC8A4E_NR3C1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NR3C1,up,0.642256827
BRD-52CC8A4E_CSNK1A1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CSNK1A1,down,-0.460448329
BRD-52CC8A4E_TNIP1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TNIP1,up,0.318508273
BRD-52CC8A4E_G3BP1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,G3BP1,down,-0.358244227
BRD-52CC8A4E_FGFR4_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FGFR4,up,0.432945359
BRD-52CC8A4E_PRR7_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PRR7,up,0.286458413
BRD-52CC8A4E_SQSTM1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SQSTM1,up,0.427537905
BRD-52CC8A4E_EDN1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,EDN1,down,-0.348845883
BRD-52CC8A4E_CARMIL1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CARMIL1,down,-0.645558302
BRD-52CC8A4E_IER3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,IER3,down,-1.356614743
BRD-52CC8A4E_HLA-DRA_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HLA-DRA,down,-0.925855132
BRD-52CC8A4E_PSMB8_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PSMB8,up,0.709978021
BRD-52CC8A4E_SPDEF_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SPDEF,down,-0.325658139
BRD-52CC8A4E_SLC35A1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SLC35A1,down,-0.484460843
BRD-52CC8A4E_UBE2J1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,UBE2J1,down,-0.456687934
BRD-52CC8A4E_ASCC3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ASCC3,down,-0.476749104
BRD-52CC8A4E_FOXO3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FOXO3,down,-0.326668385
BRD-52CC8A4E_FYN_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FYN,up,0.723401652
BRD-52CC8A4E_HDAC2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HDAC2,down,-0.321559051
BRD-52CC8A4E_GPER1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GPER1,up,0.762639415
BRD-52CC8A4E_SNX13_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SNX13,down,-0.262205383
BRD-52CC8A4E_CYCS_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CYCS,down,-0.25556948
BRD-52CC8A4E_FKBP14_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FKBP14,down,-0.607781692
BRD-52CC8A4E_IGFBP3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,IGFBP3,down,-0.668009268
BRD-52CC8A4E_GRB10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GRB10,up,0.549390651
BRD-52CC8A4E_EGFR_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,EGFR,down,-0.451617034
BRD-52CC8A4E_FZD1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FZD1,down,-0.255496915
BRD-52CC8A4E_CDK6_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CDK6,down,-0.675718581
BRD-52CC8A4E_CALU_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CALU,down,-0.307147248
BRD-52CC8A4E_NOS3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NOS3,up,0.367297317
BRD-52CC8A4E_PRKAG2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PRKAG2,down,-0.276592563
BRD-52CC8A4E_INSIG1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,INSIG1,down,-0.390701285
BRD-52CC8A4E_DNAJB6_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,DNAJB6,down,-0.325056555
BRD-52CC8A4E_MSRA_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MSRA,up,0.447407429
BRD-52CC8A4E_SORBS3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SORBS3,up,0.50416063
BRD-52CC8A4E_GTF2E2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GTF2E2,down,-0.252918546
BRD-52CC8A4E_EIF4EBP1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,EIF4EBP1,up,0.431545554
BRD-52CC8A4E_CEBPD_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CEBPD,down,-0.273508936
BRD-52CC8A4E_LYPLA1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,LYPLA1,down,-0.250455489
BRD-52CC8A4E_MTFR1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MTFR1,down,-0.28948993
BRD-52CC8A4E_CCNE2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CCNE2,down,-0.35793416
BRD-52CC8A4E_POLR2K_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,POLR2K,down,-0.261705024
BRD-52CC8A4E_TRIB1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TRIB1,up,0.307192728
BRD-52CC8A4E_TSTA3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TSTA3,up,0.294944418
BRD-52CC8A4E_VPS28_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,VPS28,up,0.316129036
BRD-52CC8A4E_KLHL9_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,KLHL9,down,-0.310571547
BRD-52CC8A4E_SYK_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SYK,down,-0.939353174
BRD-52CC8A4E_C5_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,C5,down,-0.479967333
BRD-52CC8A4E_FPGS_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FPGS,up,0.320741629
BRD-52CC8A4E_SPTAN1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SPTAN1,up,0.388310347
BRD-52CC8A4E_NPDC1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NPDC1,up,0.414359428
BRD-52CC8A4E_YME1L1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,YME1L1,down,-0.28019824
BRD-52CC8A4E_BAMBI_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,BAMBI,up,0.577506788
BRD-52CC8A4E_ARID5B_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ARID5B,down,-0.394180778
BRD-52CC8A4E_ZMIZ1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ZMIZ1,down,-0.317414937
BRD-52CC8A4E_FAS_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FAS,up,0.321116522
BRD-52CC8A4E_IDE_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,IDE,down,-0.340050166
BRD-52CC8A4E_TM9SF3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TM9SF3,down,-0.384672887
BRD-52CC8A4E_ZDHHC6_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ZDHHC6,down,-0.309279577
BRD-52CC8A4E_TSPAN4_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TSPAN4,up,0.259179838
BRD-52CC8A4E_CTSD_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CTSD,up,0.467364718
BRD-52CC8A4E_ILK_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ILK,up,0.299882699
BRD-52CC8A4E_CD44_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CD44,down,-1.828923479
BRD-52CC8A4E_ARHGAP1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ARHGAP1,up,0.307394399
BRD-52CC8A4E_DDB2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,DDB2,up,0.440993471
BRD-52CC8A4E_UBE2L6_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,UBE2L6,up,0.442454108
BRD-52CC8A4E_BAD_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,BAD,up,0.250446924
BRD-52CC8A4E_CAPN1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CAPN1,up,0.361524328
BRD-52CC8A4E_CCDC85B_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CCDC85B,up,0.34043576
BRD-52CC8A4E_FOSL1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FOSL1,up,0.578184922
BRD-52CC8A4E_POLD4_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,POLD4,up,0.390540429
BRD-52CC8A4E_CCND1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CCND1,down,-0.286278661
BRD-52CC8A4E_SLC35F2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SLC35F2,down,-0.739799332
BRD-52CC8A4E_DDX10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,DDX10,down,-0.373663307
BRD-52CC8A4E_ZW10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ZW10,down,-0.265146996
BRD-52CC8A4E_NCAPD2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NCAPD2,up,0.329625151
BRD-52CC8A4E_GAPDH_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GAPDH,up,0.37006995
BRD-52CC8A4E_DNM1L_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,DNM1L,down,-0.71819929
BRD-52CC8A4E_SOCS2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SOCS2,down,-0.782720469
BRD-52CC8A4E_CCDC92_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CCDC92,up,0.288043548
BRD-52CC8A4E_ZMYM2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ZMYM2,down,-0.311046283
BRD-52CC8A4E_CCNA1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CCNA1,up,1.027482388
BRD-52CC8A4E_TRIM13_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TRIM13,down,-0.383306366
BRD-52CC8A4E_MYCBP2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MYCBP2,down,-0.320972537
BRD-52CC8A4E_MBNL2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MBNL2,up,0.381864782
BRD-52CC8A4E_COL4A1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,COL4A1,down,-2.365398951
BRD-52CC8A4E_OXA1L_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,OXA1L,up,0.310383385
BRD-52CC8A4E_LRP10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,LRP10,up,0.373260026
BRD-52CC8A4E_PCK2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PCK2,up,0.538757865
BRD-52CC8A4E_PSME1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PSME1,up,0.255364468
BRD-52CC8A4E_CHMP4A_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CHMP4A,down,-0.330502656
BRD-52CC8A4E_NFATC4_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NFATC4,up,0.536749587
BRD-52CC8A4E_NFKBIA_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NFKBIA,down,-0.604127536
BRD-52CC8A4E_ERO1A_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ERO1A,down,-0.34928765
BRD-52CC8A4E_BMP4_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,BMP4,up,0.74864918
BRD-52CC8A4E_HIF1A_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HIF1A,down,-0.262527873
BRD-52CC8A4E_FOS_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FOS,down,-0.709176009
BRD-52CC8A4E_TGFB3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TGFB3,up,0.628153644
BRD-52CC8A4E_GSTZ1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GSTZ1,up,0.323017152
BRD-52CC8A4E_EVL_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,EVL,up,0.279457417
BRD-52CC8A4E_EIF5_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,EIF5,down,-0.40511797
BRD-52CC8A4E_PAK6_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PAK6,down,-0.5150964
BRD-52CC8A4E_CHAC1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CHAC1,up,0.684478019
BRD-52CC8A4E_GABPB1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GABPB1,down,-0.421305447
BRD-52CC8A4E_ARPP19_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ARPP19,down,-0.279331005
BRD-52CC8A4E_RAB27A_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,RAB27A,down,-0.728330713
BRD-52CC8A4E_ADAM10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ADAM10,down,-0.267419553
BRD-52CC8A4E_TPM1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TPM1,down,-0.345101031
BRD-52CC8A4E_CLPX_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CLPX,down,-0.260043509
BRD-52CC8A4E_HACD3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HACD3,down,-0.321022369
BRD-52CC8A4E_MAP2K5_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MAP2K5,up,0.34976875
BRD-52CC8A4E_FAH_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FAH,up,0.271940019
BRD-52CC8A4E_HOMER2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HOMER2,down,-0.297282574
BRD-52CC8A4E_IGF1R_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,IGF1R,down,-0.921713123
BRD-52CC8A4E_STUB1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,STUB1,up,0.258231514
BRD-52CC8A4E_METRN_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,METRN,up,0.357901795
BRD-52CC8A4E_TRAP1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TRAP1,up,0.354176
BRD-52CC8A4E_USP7_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,USP7,down,-0.25366569
BRD-52CC8A4E_CCP110_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CCP110,down,-0.319055143
BRD-52CC8A4E_PLK1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PLK1,up,0.309959483
BRD-52CC8A4E_IL4R_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,IL4R,up,0.396410721
BRD-52CC8A4E_ALDOA_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ALDOA,up,0.411704962
BRD-52CC8A4E_NUP93_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NUP93,up,0.378178231
BRD-52CC8A4E_ACD_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ACD,up,0.348813884
BRD-52CC8A4E_PSMB10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PSMB10,up,0.374092452
BRD-52CC8A4E_PLA2G15_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PLA2G15,up,0.358896766
BRD-52CC8A4E_CDH3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CDH3,up,0.697502459
BRD-52CC8A4E_AARS_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,AARS,up,0.318387299
BRD-52CC8A4E_ATMIN_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ATMIN,down,-0.418822593
BRD-52CC8A4E_CRK_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CRK,down,-0.331920951
BRD-52CC8A4E_PLSCR3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PLSCR3,down,-0.321543732
BRD-52CC8A4E_TP53_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TP53,up,0.314509759
BRD-52CC8A4E_EPN2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,EPN2,down,-0.364111777
BRD-52CC8A4E_CCL2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CCL2,down,-0.89610119
BRD-52CC8A4E_ERBB2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ERBB2,up,0.300946875
BRD-52CC8A4E_GRB7_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GRB7,up,0.427789307
BRD-52CC8A4E_VAT1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,VAT1,up,0.344177955
BRD-52CC8A4E_GRN_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GRN,up,0.436816039
BRD-52CC8A4E_COL1A1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,COL1A1,up,0.433884973
BRD-52CC8A4E_APPBP2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,APPBP2,down,-0.776960884
BRD-52CC8A4E_TBX2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TBX2,up,1.619463688
BRD-52CC8A4E_ST6GALNAC2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ST6GALNAC2,down,-0.687746098
BRD-52CC8A4E_CYTH1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CYTH1,down,-0.460635515
BRD-52CC8A4E_TIMP2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TIMP2,up,0.324708302
BRD-52CC8A4E_GAA_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GAA,up,0.41103361
BRD-52CC8A4E_MRPL12_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MRPL12,up,0.309233033
BRD-52CC8A4E_PYCR1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PYCR1,up,0.312678479
BRD-52CC8A4E_RFNG_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,RFNG,up,0.263074926
BRD-52CC8A4E_RNMT_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,RNMT,down,-0.384086421
BRD-52CC8A4E_LAMA3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,LAMA3,down,-0.254268859
BRD-52CC8A4E_DSG2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,DSG2,down,-0.316546165
BRD-52CC8A4E_MALT1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MALT1,down,-0.884956476
BRD-52CC8A4E_PMAIP1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PMAIP1,down,-0.422529107
BRD-52CC8A4E_GNA15_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,GNA15,up,2.477636832
BRD-52CC8A4E_TBXA2R_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TBXA2R,down,-0.43461654
BRD-52CC8A4E_FSD1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FSD1,up,0.646935223
BRD-52CC8A4E_STAP2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,STAP2,up,0.36103693
BRD-52CC8A4E_MCOLN1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MCOLN1,up,0.261386094
BRD-52CC8A4E_STXBP2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,STXBP2,up,0.341688209
BRD-52CC8A4E_CD320_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CD320,up,0.29569264
BRD-52CC8A4E_ICAM1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ICAM1,down,-2.360978547
BRD-52CC8A4E_MAN2B1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MAN2B1,up,0.4430293
BRD-52CC8A4E_ADGRE5_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ADGRE5,up,0.2637268
BRD-52CC8A4E_FCHO1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FCHO1,up,0.961883934
BRD-52CC8A4E_LPAR2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,LPAR2,up,0.303901786
BRD-52CC8A4E_KIAA0355_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,KIAA0355,down,-0.258796908
BRD-52CC8A4E_LSR_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,LSR,up,0.409940295
BRD-52CC8A4E_POLR2I_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,POLR2I,up,0.349321471
BRD-52CC8A4E_ECH1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ECH1,up,0.325275925
BRD-52CC8A4E_PAFAH1B3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PAFAH1B3,up,0.287069678
BRD-52CC8A4E_RELB_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,RELB,up,0.642124843
BRD-52CC8A4E_TRAPPC6A_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TRAPPC6A,up,0.263268132
BRD-52CC8A4E_RTN2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,RTN2,up,0.371082172
BRD-52CC8A4E_LIG1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,LIG1,up,0.329539683
BRD-52CC8A4E_NOSIP_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NOSIP,up,0.415758291
BRD-52CC8A4E_PNKP_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PNKP,up,0.305244962
BRD-52CC8A4E_NR1H2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NR1H2,up,0.334345597
BRD-52CC8A4E_ETFB_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,ETFB,up,0.349907791
BRD-52CC8A4E_MBOAT7_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MBOAT7,up,0.355046369
BRD-52CC8A4E_RPS5_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,RPS5,up,0.35566078
BRD-52CC8A4E_TRIB3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TRIB3,up,0.52015451
BRD-52CC8A4E_FASTKD5_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,FASTKD5,down,-0.258368285
BRD-52CC8A4E_CDC25B_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CDC25B,up,0.33302501
BRD-52CC8A4E_SNAP25_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SNAP25,down,-0.838238411
BRD-52CC8A4E_SPAG4_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SPAG4,up,0.514775614
BRD-52CC8A4E_SCAND1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SCAND1,up,0.335319611
BRD-52CC8A4E_MYBL2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MYBL2,up,0.454388485
BRD-52CC8A4E_CD40_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CD40,up,2.506537868
BRD-52CC8A4E_NPEPL1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NPEPL1,up,0.295065811
BRD-52CC8A4E_TCEA2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TCEA2,up,0.292381115
BRD-52CC8A4E_NRIP1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,NRIP1,down,-0.293555712
BRD-52CC8A4E_TIAM1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TIAM1,down,-0.659089343
BRD-52CC8A4E_CBR3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,CBR3,up,0.432097443
BRD-52CC8A4E_PFKL_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PFKL,up,0.315773847
BRD-52CC8A4E_RAC2_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,RAC2,up,1.933217382
BRD-52CC8A4E_SUV39H1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,SUV39H1,up,0.350381032
BRD-52CC8A4E_HDAC6_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HDAC6,up,0.296573251
BRD-52CC8A4E_TIMM17B_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TIMM17B,up,0.314655897
BRD-52CC8A4E_HSD17B10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,HSD17B10,up,0.270936549
BRD-52CC8A4E_BTK_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,BTK,down,-1.412043541
BRD-52CC8A4E_TSC22D3_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,TSC22D3,up,0.328228197
BRD-52CC8A4E_PSMD10_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,PSMD10,down,-0.25056313
BRD-52CC8A4E_MAMLD1_LNCaP,BRD-52CC8A4E,VPC14449,PRECOMPUTED,MAMLD1,up,0.680355585
